Date,Latitude,Longitude
02/12/2013,4.85639,7.09872
02/12/2013,4.55028,6.81417
02/12/2013,4.78406,7.14744
03/12/2013,5.39603,6.61389
04/12/2013,4.52631,6.00769
04/12/2013,5.17069,5.16408
04/12/2013,4.88425,5.85142
04/12/2013,5.17061,5.16417
05/12/2013,5.642,6.61492
06/12/2013,4.52603,6.00783
06/12/2013,4.54258,5.95986
06/12/2013,4.543,5.95853
06/12/2013,6.13958,5.98203
08/12/2013,4.52406,6.01206
09/12/2013,4.51653,6.02564
09/12/2013,5.61367,5.17464
09/12/2013,5.43511,5.87806
09/12/2013,4.70331,5.96806
10/12/2013,4.52639,6.00744
10/12/2013,4.67586,5.96103
10/12/2013,4.8545,7.13583
11/12/2013,4.83994,7.11967
11/12/2013,4.51264,6.03225
11/12/2013,4.10555,7.62398
11/12/2013,4.54508,8.14667
11/12/2013,5.39464,6.63408
12/12/2013,4.52594,6.00781
12/12/2013,4.54703,5.94361
12/12/2013,4.52761,6.00492
13/12/2013,4.67931,5.96167
13/12/2013,4.50942,6.03847
14/12/2013,5.09861,6.54611
14/12/2013,4.52397,6.01164
14/12/2013,6.07425,5.63672
14/12/2013,5.10367,6.48403
15/12/2013,6.09214,5.51975
16/12/2013,4.72492,5.85803
16/12/2013,5.57486,5.20733
16/12/2013,4.52592,6.00225
17/12/2013,4.52589,6.00781
17/12/2013,4.52392,6.01181
17/12/2013,5.4545,6.14169
17/12/2013,5.45647,6.13892
17/12/2013,5.53414,6.03669
17/12/2013,4.73356,5.84667
18/12/2013,4.52622,6.008
18/12/2013,5.63044,5.16042
19/12/2013,4.537,6.25997
19/12/2013,5.26506,6.54744
20/12/2013,4.54339,5.95758
20/12/2013,5.44589,6.15447
20/12/2013,4.2589,8.185
20/12/2013,4.2589,8.185
21/12/2013,4.52628,6.00769
21/12/2013,4.50664,6.05039
21/12/2013,4.2589,8.185
22/12/2013,4.52606,6.00792
23/12/2013,5.88661,5.61839
23/12/2013,4.526,6.00781
23/12/2013,4.80636,6.10194
23/12/2013,5.17117,6.44419
23/12/2013,5.17022,6.44419
24/12/2013,4.51194,6.03292
24/12/2013,4.52619,6.00783
26/12/2013,5.55425,6.76178
26/12/2013,4.52394,6.01169
26/12/2013,4.54289,5.95867
27/12/2013,4.25082,8.13864
28/12/2013,4.52725,6.00547
28/12/2013,4.25082,8.13864
29/12/2013,5.41325,6.5935
29/12/2013,5.44797,6.64858
29/12/2013,5.44906,6.63642
30/12/2013,4.60972,6.80472
30/12/2013,4.7975,5.74431
30/12/2013,4.52778,6.00456
30/12/2013,4.5265,6.00722
30/12/2013,5.41878,6.68981
30/12/2013,4.49911,6.25739
30/12/2013,4.714,7.28081
31/12/2013,4.64131,7.27767
31/12/2013,4.78975,5.75994
31/12/2013,4.93353,7.05314
31/12/2013,4.68847,7.25711
01/01/2014,5.40183,6.62644
02/01/2014,4.52806,6.00397
03/01/2014,4.52825,6.00353
03/01/2014,4.55231,6.51206
03/01/2014,5.37639,6.67461
05/01/2014,5.60997,6.83233
07/01/2014,4.51933,6.02111
07/01/2014,4.54289,5.95867
07/01/2014,4.51219,6.03244
07/01/2014,4.34342,5.80086
07/01/2014,4.56094,7.25211
08/01/2014,4.52608,6.00789
09/01/2014,4.51786,6.01147
09/01/2014,4.49806,6.07211
09/01/2014,6.09214,5.51844
09/01/2014,5.57422,5.64911
10/01/2014,5.60244,6.45578
10/01/2014,5.40078,6.0235
11/01/2014,5.44872,6.63658
11/01/2014,5.41322,6.5935
12/01/2014,5.46092,5.41072
12/01/2014,4.52625,6.00781
12/01/2014,4.72389,5.85914
12/01/2014,4.53164,6.81978
13/01/2014,4.51058,6.03503
13/01/2014,5.10333,6.48478
13/01/2014,5.10014,6.49147
14/01/2014,4.54306,5.95825
14/01/2014,4.54289,5.95875
15/01/2014,4.51203,6.03297
15/01/2014,4.6755,7.27661
16/01/2014,4.54703,5.94353
16/01/2014,4.54703,5.94342
16/01/2014,4.74583,6.86767
16/01/2014,4.50692,6.04922
17/01/2014,5.70944,5.31972
17/01/2014,4.50167,6.06389
17/01/2014,4.499,6.06981
17/01/2014,4.93735,5.70652
17/01/2014,4.72289,7.22039
17/01/2014,4.72347,7.21978
18/01/2014,4.50208,6.06306
18/01/2014,4.57731,6.99839
18/01/2014,4.50294,6.06081
18/01/2014,4.54764,5.94125
19/01/2014,4.50364,6.06078
19/01/2014,4.47475,6.12253
19/01/2014,5.02503,5.74375
19/01/2014,4.72181,7.22167
19/01/2014,5.4145,6.59553
19/01/2014,4.71894,7.22483
20/01/2014,4.5345,5.98853
20/01/2014,4.50547,6.05503
20/01/2014,4.4695,6.14319
20/01/2014,5.53139,5.49369
20/01/2014,5.45828,6.65503
21/01/2014,4.50442,6.05778
21/01/2014,5.44736,6.63408
22/01/2014,4.52739,6.00536
22/01/2014,4.47492,6.12919
22/01/2014,4.50514,6.05619
23/01/2014,4.494,6.08106
23/01/2014,4.50578,6.05422
23/01/2014,4.54231,5.95892
23/01/2014,6.93806,6.2325
24/01/2014,4.52775,6.00464
24/01/2014,4.51194,6.03292
24/01/2014,4.54794,5.94086
24/01/2014,5.24481,6.62531
24/01/2014,4.95656,6.67831
25/01/2014,4.526,6.00783
25/01/2014,4.57708,6.97456
25/01/2014,4.54292,5.95778
26/01/2014,4.51053,6.03503
27/01/2014,5.15419,6.45228
27/01/2014,4.15,7.49083
28/01/2014,5.45908,6.70989
28/01/2014,4.56125,5.93353
28/01/2014,5.43575,5.87731
28/01/2014,4.53722,6.26
28/01/2014,5.10058,6.49725
29/01/2014,5.61487,5.17345
29/01/2014,4.2589,8.835
30/01/2014,4.48572,6.09603
30/01/2014,4.10555,8.62398
31/01/2014,4.63658,6.82697
31/01/2014,4.10555,8.62398
02/02/2014,5.24828,6.60014
02/02/2014,5.37322,6.57844
03/02/2014,4.15591,8.48849
05/02/2014,4.54708,5.94347
05/02/2014,4.80744,7.005
05/02/2014,5.65172,6.65622
06/02/2014,4.82114,5.71492
07/02/2014,4.53728,6.26006
07/02/2014,4.52711,6.00606
07/02/2014,4.52775,6.00464
07/02/2014,5.56,5.20264
07/02/2014,4.44258,6.35539
07/02/2014,4.54017,6.51589
07/02/2014,5.41442,6.58858
08/02/2014,4.34342,5.80086
09/02/2014,5.46172,6.72094
10/02/2014,5.61439,5.17381
10/02/2014,4.71078,5.99372
10/02/2014,4.50764,6.04622
10/02/2014,5.13422,6.45208
10/02/2014,5.26494,6.54789
11/02/2014,4.53389,6.25903
13/02/2014,4.49997,6.25717
13/02/2014,4.52769,6.00478
13/02/2014,4.50722,6.04814
13/02/2014,4.50714,6.0485
14/02/2014,5.57675,5.20694
14/02/2014,4.50631,6.05189
14/02/2014,4.53736,6.26006
14/02/2014,5.41094,6.58014
14/02/2014,5.40064,6.62631
14/02/2014,5.40083,6.62689
15/02/2014,4.52633,6.00769
15/02/2014,4.50633,6.05175
15/02/2014,5.38319,5.29425
16/02/2014,4.52925,6.00153
16/02/2014,4.52622,6.00789
17/02/2014,4.54361,5.95708
17/02/2014,4.50553,6.05503
17/02/2014,5.05358,6.70292
17/02/2014,4.52392,6.01181
18/02/2014,6.09197,5.51928
18/02/2014,4.60992,6.39217
18/02/2014,4.54703,5.94364
18/02/2014,4.51672,6.02528
19/02/2014,4.69017,7.25508
19/02/2014,4.51931,6.02103
19/02/2014,4.49792,6.07242
20/02/2014,4.71061,5.98728
20/02/2014,4.49361,6.08175
20/02/2014,5.43589,5.87556
20/02/2014,4.98181,7.16933
21/02/2014,4.55086,6.67278
21/02/2014,4.51128,6.03389
21/02/2014,4.50472,6.05706
21/02/2014,4.70533,5.96847
22/02/2014,4.52725,6.03497
22/02/2014,4.32353,6.27325
23/02/2014,5.64175,6.61558
23/02/2014,4.51914,6.25611
23/02/2014,6.07423,5.63662
25/02/2014,4.50472,6.05756
25/02/2014,5.82214,5.10622
25/02/2014,4.49906,6.25739
25/02/2014,4.52708,6.00592
25/02/2014,4.54703,5.94364
25/02/2014,4.53706,6.75499
26/02/2014,4.53428,5.98931
26/02/2014,4.50725,6.04789
26/02/2014,4.50725,6.04792
26/02/2014,4.50706,6.04869
28/02/2014,5.10031,6.50619
01/03/2014,4.54319,5.95808
01/03/2014,4.516,6.02644
01/03/2014,4.82253,5.71308
01/03/2014,4.15222,7.97806
01/03/2014,5.46867,6.71767
02/03/2014,4.54789,5.94086
03/03/2014,4.99242,7.16361
03/03/2014,4.83133,7.08942
04/03/2014,5.11014,6.47292
04/03/2014,4.69511,7.27814
04/03/2014,4.30014,8.17888
05/03/2014,4.53719,5.97953
05/03/2014,4.69517,7.27867
06/03/2014,4.82203,7.15442
06/03/2014,4.60656,7.26131
07/03/2014,6.89125,6.21825
07/03/2014,4.50822,6.04394
08/03/2014,5.86075,5.17439
08/03/2014,4.49781,6.07264
08/03/2014,4.47467,6.12036
08/03/2014,4.9665,6.51361
09/03/2014,5.40314,6.62269
09/03/2014,5.40086,6.62689
09/03/2014,4.51989,6.02019
09/03/2014,4.48606,6.09567
10/03/2014,4.53728,6.26006
10/03/2014,5.35731,6.68297
10/03/2014,5.36469,6.66683
10/03/2014,4.68064,5.96194
10/03/2014,4.48933,6.08969
10/03/2014,4.25979,8.17165
11/03/2014,4.49994,6.25717
12/03/2014,4.60583,6.35833
12/03/2014,5.43511,5.82925
13/03/2014,4.66122,6.07847
13/03/2014,5.10319,6.48911
14/03/2014,4.49644,6.07572
15/03/2014,5.10136,6.49236
15/03/2014,4.69436,7.25292
15/03/2014,4.51928,7.23653
17/03/2014,4.80583,5.73519
17/03/2014,4.48119,6.58133
18/03/2014,5.45481,6.69036
18/03/2014,5.44781,6.67319
18/03/2014,4.79256,5.75006
18/03/2014,4.9665,6.51358
19/03/2014,5.95147,5.91314
19/03/2014,5.79886,5.23894
19/03/2014,4.79114,5.755
19/03/2014,4.95356,6.83736
19/03/2014,4.40142,6.64914
20/03/2014,4.77728,5.78414
20/03/2014,5.43258,5.82394
21/03/2014,5.44806,6.66647
21/03/2014,5.64528,6.64706
21/03/2014,4.74944,5.82286
21/03/2014,4.85425,7.16114
22/03/2014,5.60825,6.61122
22/03/2014,5.16794,6.44272
22/03/2014,5.16494,6.44047
22/03/2014,4.63011,6.26531
23/03/2014,4.51597,6.02628
23/03/2014,4.7185,7.22522
25/03/2014,4.52858,6.03281
25/03/2014,5.38675,6.56619
25/03/2014,5.40544,5.37261
25/03/2014,4.66136,6.07861
26/03/2014,4.53719,5.97925
26/03/2014,4.51667,6.02533
26/03/2014,4.55608,7.04394
26/03/2014,4.34567,7.67833
27/03/2014,4.5055,6.05503
27/03/2014,5.27044,6.67536
27/03/2014,4.45406,6.09189
27/03/2014,4.5055,6.05503
27/03/2014,4.50747,6.04711
28/03/2014,4.63652,6.82762
28/03/2014,5.56206,6.23592
28/03/2014,4.95653,6.67839
29/03/2014,4.50469,6.05717
29/03/2014,4.50725,6.04792
29/03/2014,4.50669,6.05008
30/03/2014,4.67944,5.96172
31/03/2014,4.55258,5.92594
31/03/2014,4.7395,5.97542
31/03/2014,4.73964,5.97544
31/03/2014,4.72,5.97139
01/04/2014,4.52153,6.01761
02/04/2014,4.97089,6.80422
02/04/2014,4.52156,6.01756
03/04/2014,4.59928,6.20761
03/04/2014,5.16256,6.43875
03/04/2014,4.53717,5.97939
03/04/2014,4.537,5.98008
03/04/2014,4.52628,6.00769
03/04/2014,4.86942,7.13542
04/04/2014,4.89342,6.37036
05/04/2014,4.70528,5.96844
05/04/2014,4.70314,5.97536
05/04/2014,4.53342,5.98983
05/04/2014,4.53436,5.98922
06/04/2014,4.53728,6.26
07/04/2014,4.5055,6.05503
07/04/2014,5.40661,6.66747
07/04/2014,4.50728,6.04786
08/04/2014,5.20328,6.51661
08/04/2014,4.557,6.706
08/04/2014,4.5045,6.05756
08/04/2014,4.50719,6.04814
09/04/2014,4.88219,7.07044
10/04/2014,4.54292,5.95869
10/04/2014,4.43581,6.324
11/04/2014,4.51481,6.02828
12/04/2014,4.53739,6.26008
12/04/2014,4.47258,6.13697
13/04/2014,4.51667,6.02531
13/04/2014,4.51742,6.02408
13/04/2014,4.51058,6.035
13/04/2014,4.82169,6.13978
14/04/2014,5.63642,5.22711
14/04/2014,4.4965,6.07575
14/04/2014,5.80756,5.11189
15/04/2014,4.49364,6.08178
15/04/2014,5.10294,6.47417
16/04/2014,4.49064,6.08722
16/04/2014,4.95603,6.67708
17/04/2014,4.49192,6.08483
18/04/2014,4.5425,5.96044
18/04/2014,4.47478,6.12336
18/04/2014,4.33267,6.28519
18/04/2014,4.25082,8.13864
19/04/2014,4.53714,5.97953
20/04/2014,4.53706,5.97964
20/04/2014,4.53411,5.98978
20/04/2014,4.53081,6.25922
21/04/2014,4.53944,5.97111
22/04/2014,4.69031,7.25506
22/04/2014,4.54311,5.95814
22/04/2014,5.40419,6.62158
23/04/2014,4.54764,5.94125
23/04/2014,6.092,5.51933
23/04/2014,5.38894,6.48356
23/04/2014,4.79672,6.09956
24/04/2014,4.53319,6.25975
24/04/2014,4.56781,6.87211
25/04/2014,4.61242,5.93356
25/04/2014,5.64511,6.66253
25/04/2014,4.52764,6.00475
25/04/2014,4.51244,6.03203
26/04/2014,4.53439,5.98864
26/04/2014,4.53439,5.98886
26/04/2014,4.36175,6.31178
27/04/2014,4.62403,6.79256
27/04/2014,5.63303,5.22061
27/04/2014,4.51258,6.03181
27/04/2014,4.53889,6.26056
28/04/2014,4.52194,6.01689
28/04/2014,5.25889,6.57642
28/04/2014,5.24275,6.60016
28/04/2014,5.26114,6.56339
28/04/2014,4.69436,7.25289
29/04/2014,4.54311,5.95814
29/04/2014,4.2589,8.185
30/04/2014,4.51161,6.03339
30/04/2014,4.51992,6.02011
30/04/2014,4.52175,6.01717
30/04/2014,4.54311,5.95806
30/04/2014,4.63011,6.26531
01/05/2014,5.82214,5.10625
01/05/2014,5.46658,6.71119
01/05/2014,5.48617,6.13636
02/05/2014,4.60147,6.31269
05/05/2014,4.50725,6.04789
05/05/2014,4.63011,6.28197
05/05/2014,4.28683,8.1675
06/05/2014,4.52158,6.01744
06/05/2014,4.49794,6.07242
06/05/2014,5.57367,6.31253
07/05/2014,4.51161,6.03339
07/05/2014,4.50694,6.04922
07/05/2014,5.42975,5.27072
07/05/2014,4.49958,6.06872
07/05/2014,5.47156,6.70111
08/05/2014,4.80583,5.73519
08/05/2014,5.35928,6.15483
08/05/2014,4.68236,7.2635
08/05/2014,4.25225,8.22819
09/05/2014,5.47031,5.89739
09/05/2014,4.54394,6.69411
09/05/2014,4.67614,5.961
09/05/2014,4.82736,5.70644
09/05/2014,4.25225,8.22819
25/05/2014,4.62953,6.26625
26/05/2014,4.51606,6.02628
26/05/2014,4.50442,6.49
27/05/2014,6.99572,6.25108
27/05/2014,6.48686,6.06211
27/05/2014,4.51672,6.02514
27/05/2014,4.44944,6.19369
28/05/2014,6.07133,5.62025
30/05/2014,4.45461,6.18064
31/05/2014,4.51922,6.02122
31/05/2014,4.56372,7.25175
31/05/2014,5.44917,6.68003
31/05/2014,5.45033,6.68219
02/06/2014,5.09364,6.51061
02/06/2014,4.24028,7.79245
03/06/2014,4.88225,7.07042
03/06/2014,5.45206,6.68542
03/06/2014,5.45078,6.68297
04/06/2014,5.89575,5.71094
05/06/2014,6.08997,5.5095
05/06/2014,4.76233,5.97811
05/06/2014,4.51192,6.03289
05/06/2014,4.51258,6.03186
05/06/2014,4.61039,6.80508
08/06/2014,4.74147,5.97583
08/06/2014,4.51928,6.02108
08/06/2014,4.47258,6.13703
08/06/2014,5.41769,6.59731
09/06/2014,5.59089,5.64967
09/06/2014,6.94231,6.23378
09/06/2014,4.51478,6.02828
09/06/2014,4.41544,6.64414
09/06/2014,5.17114,6.44389
09/06/2014,4.34567,7.67833
09/06/2014,6.94228,6.23378
10/06/2014,5.59419,5.61811
10/06/2014,4.40297,6.63358
10/06/2014,4.57492,7.25422
11/06/2014,4.52731,6.25708
11/06/2014,4.65808,5.91742
12/06/2014,4.6285,6.21189
12/06/2014,5.15442,6.45211
13/06/2014,4.6285,6.21108
13/06/2014,4.76972,5.79383
14/06/2014,4.60392,6.37597
15/06/2014,5.39122,6.21297
15/06/2014,5.65861,6.51583
15/06/2014,4.79261,5.74986
15/06/2014,4.98086,7.19408
16/06/2014,5.48711,6.70439
16/06/2014,4.80578,5.73522
16/06/2014,4.94103,5.69072
17/06/2014,4.82733,5.7065
18/06/2014,4.51994,6.02003
19/06/2014,4.53694,5.98008
19/06/2014,4.54294,5.95856
19/06/2014,5.16842,6.44306
20/06/2014,4.42617,6.23211
20/06/2014,4.541,7.07161
21/06/2014,4.55108,7.24861
21/06/2014,4.56128,5.91264
21/06/2014,5.57353,6.31139
22/06/2014,4.50472,6.05708
22/06/2014,4.52308,6.01442
23/06/2014,4.43569,6.322
25/06/2014,4.75269,6.10281
25/06/2014,4.39333,6.66108
26/06/2014,4.74147,5.97583
28/06/2014,4.50564,6.05447
28/06/2014,4.52156,6.01756
29/06/2014,4.60392,6.37592
29/06/2014,4.60392,6.37592
29/06/2014,4.70336,5.96808
29/06/2014,4.54303,8.01311
30/06/2014,4.51194,6.03292
30/06/2014,4.51131,6.03394
01/07/2014,5.10097,6.49406
02/07/2014,6.07142,5.62039
02/07/2014,5.12842,5.41533
02/07/2014,5.87956,5.73694
02/07/2014,5.88883,5.73753
02/07/2014,5.69681,5.75967
02/07/2014,6.07139,5.62031
02/07/2014,5.93506,5.74158
02/07/2014,5.40825,6.57403
02/07/2014,4.98075,7.02428
03/07/2014,5.85875,5.73925
04/07/2014,5.64589,6.59697
04/07/2014,5.59833,6.626
04/07/2014,5.60642,6.61011
05/07/2014,5.80181,5.74278
05/07/2014,4.59094,7.25531
06/07/2014,6.07139,5.62031
06/07/2014,4.86808,7.13547
07/07/2014,4.81017,5.73014
07/07/2014,4.3147,8.3116
07/07/2014,4.21826,8.14611
08/07/2014,4.60669,5.93558
08/07/2014,4.4975,6.59944
08/07/2014,4.27353,8.19195
08/07/2014,4.3147,8.3116
08/07/2014,5.13533,6.46872
09/07/2014,4.91894,7.13297
09/07/2014,4.47264,6.13697
09/07/2014,4.76911,5.79472
10/07/2014,4.50722,6.04814
10/07/2014,4.58586,7.25294
10/07/2014,4.76956,5.794
11/07/2014,5.19967,6.49039
11/07/2014,4.88206,5.616
11/07/2014,5.69419,5.30253
11/07/2014,4.60303,6.33203
11/07/2014,4.25082,8.24975
11/07/2014,4.23215,8.14611
12/07/2014,5.19506,6.48736
12/07/2014,5.35753,6.134
13/07/2014,4.45256,6.32575
13/07/2014,4.51267,6.03172
13/07/2014,4.48619,6.09553
14/07/2014,4.79272,5.74956
14/07/2014,4.50008,6.02519
15/07/2014,4.65225,7.26397
15/07/2014,4.53153,5.99675
15/07/2014,4.18802,8.22417
15/07/2014,5.09497,6.46042
15/07/2014,4.53967,6.52325
16/07/2014,4.93003,5.71722
16/07/2014,4.51983,7.04381
18/07/2014,5.59089,5.64967
18/07/2014,4.82739,5.70642
19/07/2014,4.85081,7.15789
19/07/2014,5.62175,5.74811
19/07/2014,4.50567,6.05447
20/07/2014,6.53422,6.07931
20/07/2014,5.38675,6.56617
20/07/2014,5.38722,6.56269
21/07/2014,4.67944,7.27678
21/07/2014,5.42969,5.27456
21/07/2014,5.63408,5.71017
21/07/2014,4.52967,6.00058
22/07/2014,5.05386,5.48436
22/07/2014,4.53697,5.98006
23/07/2014,4.15633,8.04527
23/07/2014,4.66525,7.27778
24/07/2014,5.40831,6.57428
24/07/2014,4.55675,7.03503
26/07/2014,5.10325,6.46486
26/07/2014,4.78536,5.97644
26/07/2014,4.25225,8.22819
27/07/2014,5.41742,6.58733
27/07/2014,4.50747,6.04711
28/07/2014,4.79731,6.10778
28/07/2014,4.80017,6.10803
28/07/2014,4.53786,5.97706
28/07/2014,4.50886,6.04072
28/07/2014,4.40778,6.34942
28/07/2014,4.3147,8.3116
29/07/2014,4.95353,6.8375
30/07/2014,4.72222,7.22114
30/07/2014,4.78611,5.97608
31/07/2014,4.94628,5.66847
31/07/2014,4.74797,6.02744
31/07/2014,5.94211,5.74119
31/07/2014,5.94958,5.7345
31/07/2014,4.26903,8.16737
01/08/2014,6.08883,5.51056
01/08/2014,5.43525,5.87764
01/08/2014,4.70597,5.96864
02/08/2014,4.51928,7.23653
02/08/2014,4.70372,5.96817
02/08/2014,5.16922,6.44378
03/08/2014,4.52964,6.00075
03/08/2014,5.78972,5.74553
04/08/2014,4.51231,6.03225
04/08/2014,4.26647,8.20699
05/08/2014,5.54647,6.36708
05/08/2014,4.50619,6.68744
05/08/2014,5.55033,6.1715
05/08/2014,4.53478,5.98764
05/08/2014,5.67028,5.75581
05/08/2014,4.70231,5.96789
06/08/2014,4.55672,5.93117
06/08/2014,5.97256,5.71561
06/08/2014,5.97242,5.71564
06/08/2014,5.88431,5.70658
07/08/2014,4.74158,5.97586
07/08/2014,5.10011,6.50467
07/08/2014,4.84967,7.12894
07/08/2014,4.85112,7.12081
07/08/2014,4.48817,6.58831
07/08/2014,4.51256,6.03192
08/08/2014,4.53775,5.97719
09/08/2014,4.49067,7.20739
09/08/2014,4.87269,7.13758
09/08/2014,4.87269,7.13764
09/08/2014,4.50714,6.04853
10/08/2014,5.17178,6.44378
11/08/2014,5.56306,5.52117
11/08/2014,5.59964,5.22303
11/08/2014,5.5875,5.24589
11/08/2014,5.58786,5.24458
11/08/2014,5.58861,5.24208
11/08/2014,5.58778,5.24481
11/08/2014,5.58744,5.24611
11/08/2014,5.58803,5.24403
11/08/2014,5.58819,5.24331
12/08/2014,4.80583,5.73519
12/08/2014,4.80583,5.73519
12/08/2014,4.26749,8.17604
13/08/2014,6.07372,5.63736
13/08/2014,5.895,5.73794
14/08/2014,4.79272,5.74956
14/08/2014,4.84831,7.17619
14/08/2014,4.27416,8.17604
15/08/2014,4.49389,7.22342
15/08/2014,6.08567,5.54786
15/08/2014,6.08522,5.54861
15/08/2014,4.94725,6.55817
15/08/2014,4.188,8.22417
17/08/2014,4.50514,6.05617
18/08/2014,4.56189,5.93564
19/08/2014,5.78436,5.43097
19/08/2014,4.48069,6.25844
19/08/2014,5.10994,6.47336
20/08/2014,4.70339,5.96812
20/08/2014,5.50097,5.95017
20/08/2014,5.54825,5.87497
21/08/2014,4.69025,7.25503
21/08/2014,4.52975,6.00042
22/08/2014,4.50908,6.03997
23/08/2014,4.51433,6.02903
24/08/2014,5.28978,6.79761
24/08/2014,5.45422,6.69119
24/08/2014,5.45489,6.69239
24/08/2014,4.45778,6.17464
25/08/2014,4.82353,5.71167
25/08/2014,5.51967,5.97725
26/08/2014,4.77031,5.793
27/08/2014,4.50619,6.68733
27/08/2014,4.53756,6.26006
27/08/2014,4.53786,5.97686
27/08/2014,4.26961,8.16743
29/08/2014,4.30286,6.251
29/08/2014,4.81247,5.72861
30/08/2014,4.61731,6.26714
30/08/2014,4.74078,5.97567
31/08/2014,5.65116,6.6569
31/08/2014,4.70308,5.96806
01/09/2014,4.52753,6.00508
01/09/2014,4.51197,6.03281
01/09/2014,5.94353,5.90911
01/09/2014,5.94339,5.90906
02/09/2014,4.45308,6.3245
02/09/2014,5.10414,6.55508
03/09/2014,4.50714,6.0485
04/09/2014,4.91972,5.57856
04/09/2014,5.68767,5.71381
04/09/2014,4.80039,6.08853
06/09/2014,4.52189,6.01697
06/09/2014,5.56331,5.59483
06/09/2014,5.56611,5.619
07/09/2014,4.52783,6.00514
07/09/2014,4.53231,5.99511
07/09/2014,4.28769,8.16742
07/09/2014,4.01539,7.49156
08/09/2014,5.31389,5.33547
08/09/2014,5.85919,5.13294
08/09/2014,5.51911,5.97794
09/09/2014,4.74383,6.10183
09/09/2014,4.74528,6.10203
09/09/2014,4.53486,5.98747
10/09/2014,4.74978,5.82231
10/09/2014,4.0735,7.65067
11/09/2014,4.96675,6.8055
11/09/2014,4.79114,5.75503
12/09/2014,5.10411,6.55517
12/09/2014,4.79256,5.75003
13/09/2014,4.3025,6.25167
13/09/2014,5.1285,6.45636
13/09/2014,5.15542,6.43994
14/09/2014,5.46072,5.41044
15/09/2014,4.51253,6.03192
16/09/2014,4.50561,6.0545
16/09/2014,4.36994,6.27964
17/09/2014,6.09456,5.52928
17/09/2014,6.08578,5.54792
17/09/2014,4.25979,8.07165
17/09/2014,4.51606,6.02622
18/09/2014,4.50711,6.04853
18/09/2014,4.50575,6.05394
18/09/2014,4.50575,6.05394
18/09/2014,5.38719,6.56272
18/09/2014,4.53756,6.26011
18/09/2014,4.51839,6.02264
19/09/2014,4.50772,6.04597
19/09/2014,4.94692,5.66361
19/09/2014,4.25225,8.22819
19/09/2014,4.69122,7.25431
20/09/2014,4.25225,8.22819
20/09/2014,5.63703,6.63044
21/09/2014,4.68028,5.90161
22/09/2014,5.44897,6.67206
22/09/2014,4.52183,6.01703
23/09/2014,4.74081,5.97575
24/09/2014,4.53717,5.9795
24/09/2014,4.54983,5.93531
24/09/2014,4.34928,6.27514
26/09/2014,5.10011,6.50939
26/09/2014,4.77083,5.79219
26/09/2014,4.50772,6.04597
27/09/2014,4.51194,6.03292
27/09/2014,4.98294,7.02403
27/09/2014,4.25225,8.22819
28/09/2014,4.87369,7.17269
28/09/2014,5.11003,6.47328
28/09/2014,4.74894,5.82367
28/09/2014,4.70344,5.96811
28/09/2014,4.70236,5.96786
29/09/2014,5.65178,6.06989
29/09/2014,4.5265,6.00722
30/09/2014,4.53486,5.98742
30/09/2014,5.53208,6.71714
01/10/2014,5.65839,6.07439
01/10/2014,4.79961,5.96872
01/10/2014,4.79722,6.10778
02/10/2014,5.52625,6.05106
02/10/2014,4.42912,7.93128
04/10/2014,4.50711,6.04853
04/10/2014,5.41456,6.6065
05/10/2014,5.38814,6.55742
05/10/2014,5.15417,6.45228
05/10/2014,4.74089,5.97572
07/10/2014,4.77933,5.77883
08/10/2014,4.512,6.03278
08/10/2014,4.79081,5.7565
09/10/2014,4.74953,5.82267
10/10/2014,5.89292,5.88969
11/10/2014,4.25082,8.13864
13/10/2014,4.7095,7.23486
14/10/2014,4.50397,6.05875
14/10/2014,5.44297,5.39258
14/10/2014,4.74967,5.82258
15/10/2014,4.72221,7.22116
15/10/2014,4.93078,7.02175
15/10/2014,4.79086,5.75619
16/10/2014,5.79383,5.87236
17/10/2014,4.52597,6.00783
17/10/2014,4.67997,5.902
17/10/2014,4.0875,8.01817
18/10/2014,5.3885,6.54986
18/10/2014,4.67817,5.90381
18/10/2014,5.10994,6.47336
19/10/2014,4.8915,6.36292
20/10/2014,4.39383,6.29175
20/10/2014,5.23353,6.62606
21/10/2014,4.79128,5.75456
21/10/2014,5.44683,6.65222
22/10/2014,4.79092,5.75628
23/10/2014,5.22356,6.76617
23/10/2014,5.22592,6.76672
23/10/2014,4.74972,5.82275
25/10/2014,4.0875,8.01817
27/10/2014,5.56683,6.26756
27/10/2014,4.74986,5.82239
28/10/2014,5.45858,6.17678
28/10/2014,5.45653,6.13892
28/10/2014,4.82661,5.91258
28/10/2014,4.79083,5.75625
29/10/2014,4.51922,6.02128
31/10/2014,4.50131,6.06478
01/11/2014,5.36203,5.32567
02/11/2014,5.45183,6.76583
02/11/2014,4.50894,7.04489
02/11/2014,4.73567,5.97467
03/11/2014,6.09508,5.53381
03/11/2014,5.55481,5.20125
05/11/2014,4.73589,7.20478
05/11/2014,4.414,6.24508
05/11/2014,4.93078,7.07181
06/11/2014,4.73361,5.84669
06/11/2014,4.26563,8.17345
07/11/2014,4.60225,7.26003
08/11/2014,4.74081,5.97569
09/11/2014,4.79069,5.75653
09/11/2014,4.89544,6.36478
11/11/2014,5.19592,6.75025
11/11/2014,4.56986,7.25392
11/11/2014,5.78558,5.4265
11/11/2014,5.00058,7.02194
11/11/2014,4.54769,6.97811
